movie_title,genres,tomatometer_rating,tomatometer_count,audience_rating,audience_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
John Dies at the End,"Comedy, Horror, Mystery & Suspense, Science Fiction & Fantasy",60.0,89.0,54.0,12231.0,53,36
John Doe: Vigilante,Mystery & Suspense,40.0,5.0,46.0,291.0,2,3
John Henry,Drama,0.0,20.0,23.0,168.0,0,20
John Leguizamo's Latin History for Morons,Documentary,100.0,7.0,77.0,148.0,7,0
John Lewis: Good Trouble,Documentary,96.0,67.0,73.0,49.0,64,3
It's About You,"Documentary, Musical & Performing Arts",57.0,14.0,40.0,134.0,8,6
John Mulaney & The Sack Lunch Bunch,"Comedy, Kids & Family, Television",96.0,26.0,77.0,122.0,25,1
John Mulaney: Kid Gorgeous at Radio City,Comedy,100.0,20.0,89.0,142.0,20,0
John Mulaney: The Comeback Kid,"Comedy, Television",100.0,8.0,96.0,24.0,8,0
John Q,Drama,23.0,131.0,78.0,169514.0,30,101
Rambo (Rambo IV),"Action & Adventure, Drama, Mystery & Suspense",38.0,152.0,69.0,410036.0,57,95
John Tucker Must Die,"Comedy, Drama",27.0,95.0,69.0,550911.0,26,69
This Filthy World,Documentary,91.0,23.0,85.0,1734.0,21,2
John Wick,Action & Adventure,87.0,215.0,81.0,83615.0,186,29
John Wick: Chapter 2,"Action & Adventure, Drama",89.0,274.0,85.0,56691.0,244,30
John Wick: Chapter 3 - Parabellum,"Action & Adventure, Drama",90.0,343.0,86.0,38731.0,307,36
Johnny Got His Gun,"Drama, Musical & Performing Arts, Special Interest",21.0,14.0,62.0,153.0,3,11
Johnny Be Good,Comedy,0.0,15.0,30.0,7461.0,0,15
Johnny English,Comedy,33.0,121.0,50.0,401945.0,40,81
Johnny English Reborn,"Comedy, Mystery & Suspense",38.0,92.0,45.0,38671.0,35,57
Johnny English Strikes Again,Comedy,37.0,109.0,49.0,1902.0,40,69
Johnny Frank Garrett's Last Word,Horror,50.0,6.0,38.0,65.0,3,3
Johnny Got His Gun,"Classics, Drama",67.0,21.0,87.0,5799.0,14,7
Johnny Guitar,"Action & Adventure, Classics, Drama, Musical & Performing Arts, Western",93.0,45.0,85.0,3586.0,42,3
Johnny Handsome,Drama,62.0,13.0,46.0,3679.0,8,5
Johnny Mnemonic,"Action & Adventure, Science Fiction & Fantasy",12.0,33.0,31.0,51889.0,4,29
Johnny Suede,"Art House & International, Comedy, Romance",33.0,12.0,47.0,4726.0,4,8
Johns,"Art House & International, Drama",54.0,13.0,58.0,1042.0,7,6
Johnson Family Vacation,Comedy,6.0,90.0,44.0,38264.0,5,85
Johnstown Flood,"Documentary, Special Interest",73.0,11.0,60.0,320.0,8,3
Joker,"Action & Adventure, Drama, Mystery & Suspense",68.0,574.0,88.0,66303.0,393,182
Joker 3D,"Action & Adventure, Comedy, Science Fiction & Fantasy",0.0,6.0,21.0,832.0,0,6
Jolene,Drama,48.0,21.0,43.0,3053.0,10,11
Le Joli Mai,"Documentary, Drama, Special Interest",94.0,16.0,92.0,285.0,15,1
Jonah - A VeggieTales Movie,"Animation, Comedy, Kids & Family, Faith & Spirituality",66.0,56.0,74.0,23640.0,37,19
Jonah Hex,"Action & Adventure, Drama, Horror, Western",12.0,151.0,20.0,170711.0,18,133
Jonas Brothers: The 3D Concert Experience,"Documentary, Musical & Performing Arts",23.0,77.0,79.0,204961.0,18,59
Jonathan,"Drama, Science Fiction & Fantasy",63.0,27.0,56.0,196.0,17,10
Jonathan Livingston Seagull,"Animation, Drama, Kids & Family",8.0,13.0,61.0,472.0,1,12
The Joneses,"Comedy, Drama, Kids & Family",63.0,129.0,47.0,20817.0,81,48
Joseph and the Amazing Technicolor Dreamcoat,Musical & Performing Arts,86.0,7.0,81.0,10136.0,6,1
Josh and S.A.M.,"Action & Adventure, Comedy, Drama, Kids & Family",25.0,8.0,48.0,1411.0,2,6
Joshua,"Art House & International, Drama, Mystery & Suspense",62.0,100.0,40.0,536.0,62,38
"Joshua Tree, 1951: A Portrait of James Dean","Drama, Gay & Lesbian",60.0,5.0,60.0,125.0,3,2
Joshy,Comedy,81.0,26.0,54.0,913.0,21,5
Josie,"Drama, Mystery & Suspense",13.0,8.0,33.0,117.0,1,7
Josie and the Pussycats,Comedy,53.0,123.0,52.0,71549.0,65,58
Joueuse (Queen to Play),"Art House & International, Comedy, Drama",71.0,41.0,72.0,2348.0,29,12
Journey to Italy (Viaggio in Italia) (Strangers) (The Lonely Woman),Drama,95.0,22.0,76.0,1416.0,21,1
The Journey of August King,Drama,57.0,7.0,69.0,806.0,4,3
Journey of Hope,"Art House & International, Drama, Faith & Spirituality",83.0,6.0,84.0,439.0,5,1
The Journey of Natty Gann,"Action & Adventure, Drama, Kids & Family",91.0,32.0,78.0,6820.0,29,3
Journey to the Center of the Earth,"Action & Adventure, Classics, Science Fiction & Fantasy",83.0,30.0,69.0,9307.0,25,5
Journey to the Center of the Earth,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",61.0,160.0,51.0,256326.0,98,62
Journey 2: The Mysterious Island,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",45.0,132.0,59.0,212548.0,59,73
Journey To The West,"Action & Adventure, Art House & International, Drama, Science Fiction & Fantasy",94.0,34.0,69.0,2568.0,33,2
Journey to the West: The Demons Strike Back,"Action & Adventure, Comedy, Science Fiction & Fantasy",58.0,12.0,49.0,596.0,7,5
Journey's End,Drama,92.0,101.0,72.0,1219.0,93,8
Joy,Drama,61.0,266.0,57.0,46512.0,161,106
The Joy Luck Club,"Drama, Romance",86.0,36.0,89.0,27707.0,31,5
The Joy of Life,"Documentary, Special Interest",92.0,13.0,43.0,297.0,12,1
Joy Ride,"Action & Adventure, Mystery & Suspense",67.0,0.0,63.0,0.0,84,30
Joy Ride 3: Road Kill,"Horror, Mystery & Suspense",60.0,5.0,25.0,392.0,3,2
Joyeux Noël (Merry Christmas),"Art House & International, Drama, Romance",74.0,112.0,89.0,45826.0,83,29
Joyful Noise,Comedy,32.0,129.0,65.0,28821.0,41,88
JSA: Joint Security Area (Gongdong gyeongbi guyeok JSA),"Art House & International, Drama",81.0,16.0,91.0,8556.0,13,3
J.T. LeRoy,Drama,55.0,83.0,42.0,52.0,46,37
Ju Dou,"Art House & International, Drama",100.0,18.0,89.0,5288.0,18,0
Juan of the Dead,"Art House & International, Comedy, Horror",82.0,22.0,64.0,1342.0,18,4
Juanita,Drama,81.0,16.0,65.0,104.0,13,3
Jubal,"Action & Adventure, Classics, Western",100.0,10.0,79.0,1313.0,10,0
Judd Apatow: The Return,Comedy,86.0,7.0,51.0,41.0,6,1
Jude,"Drama, Romance",81.0,37.0,73.0,6864.0,30,7
Judge Dredd,"Action & Adventure, Science Fiction & Fantasy",20.0,54.0,30.0,132554.0,11,43
Judgment Day,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",40.0,5.0,15.0,154.0,2,3
Judgment Night,"Action & Adventure, Drama, Mystery & Suspense",35.0,20.0,55.0,9674.0,7,13
Judy,"Drama, Musical & Performing Arts",82.0,327.0,85.0,5777.0,267,60
Judy & Punch,Drama,77.0,136.0,60.0,57.0,105,31
Judy Moody and the NOT Bummer Summer,"Comedy, Kids & Family",21.0,82.0,41.0,14058.0,17,65
Jug Face,"Cult Movies, Horror",76.0,21.0,36.0,1314.0,16,6
Juggernaut,Drama,57.0,7.0,60.0,18.0,4,3
Juice,"Action & Adventure, Drama",79.0,24.0,90.0,48668.0,19,5
Jules and Jim,"Drama, Romance",93.0,42.0,89.0,21534.0,39,3
Julian Schnabel: A Private Portrait,Documentary,50.0,14.0,63.0,0.0,7,7
Julie & Julia,"Comedy, Drama",77.0,226.0,70.0,363508.0,174,52
Julien Donkey-Boy,"Drama, Special Interest",28.0,36.0,71.0,6118.0,10,26
"Juliet, Naked",Comedy,83.0,164.0,74.0,1263.0,136,28
Juliet of the Spirits (Giulietta degli Spiriti),"Art House & International, Comedy, Drama",79.0,28.0,85.0,6552.0,22,6
Julieta,"Art House & International, Drama",83.0,198.0,74.0,4907.0,165,33
Jumanji: The Next Level,"Action & Adventure, Comedy",72.0,240.0,87.0,35776.0,173,67
Jumanji: Welcome to the Jungle,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",76.0,232.0,87.0,39457.0,177,55
Jump In!,"Comedy, Kids & Family, Musical & Performing Arts, Television",63.0,8.0,61.0,64414.0,5,3
Jump Shot: The Kenny Sailors Story,Documentary,100.0,14.0,98.0,103.0,14,0
Jump Tomorrow,"Comedy, Drama, Romance",81.0,54.0,88.0,834.0,44,10
Jumper,"Action & Adventure, Drama, Science Fiction & Fantasy",15.0,168.0,44.0,321372.0,25,143
Jumpin' Jack Flash,"Action & Adventure, Comedy, Mystery & Suspense",29.0,21.0,58.0,46674.0,6,15
Jumping the Broom,Comedy,58.0,85.0,58.0,19552.0,49,36
Junebug,"Art House & International, Comedy, Drama",86.0,136.0,73.0,46871.0,117,19
Jungfrukällan (The Virgin Spring),"Art House & International, Drama, Horror",87.0,23.0,92.0,8299.0,20,3
Jungle,"Drama, Mystery & Suspense",60.0,53.0,59.0,3246.0,32,21
Jungle 2 Jungle,"Comedy, Kids & Family",19.0,42.0,33.0,194005.0,8,34
The Jungle Book 2,"Animation, Kids & Family",18.0,92.0,30.0,21730.0,17,75
Juno,"Comedy, Drama",94.0,216.0,88.0,549481.0,203,13
Jupiter Ascending,"Action & Adventure, Science Fiction & Fantasy",27.0,269.0,38.0,95323.0,73,196
Jupiter's Wife,"Documentary, Special Interest",80.0,5.0,84.0,40.0,4,1
Jurassic Park,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",91.0,128.0,91.0,1071352.0,117,11
Jurassic Park III,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",49.0,186.0,36.0,526869.0,91,95
Jurassic World,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",70.0,351.0,78.0,225795.0,247,104
Jurassic World: Fallen Kingdom,"Action & Adventure, Drama, Science Fiction & Fantasy",47.0,422.0,48.0,29990.0,199,223
The Juror,"Drama, Mystery & Suspense",18.0,22.0,31.0,15186.0,4,18
Jury Duty,Comedy,0.0,12.0,26.0,14971.0,0,12
Kærlighed på Film (Just Another Love Story),"Art House & International, Drama, Mystery & Suspense",74.0,46.0,82.0,1782.0,34,12
Just 45 Minutes From Broadway,"Comedy, Drama, Special Interest",18.0,11.0,71.0,150.0,2,9
Just a Kiss,"Comedy, Romance",18.0,60.0,29.0,1380.0,11,49
Just Another Girl on the I.R.T.,"Comedy, Drama",67.0,24.0,84.0,1398.0,16,8
Just Before I Go,"Comedy, Drama",10.0,10.0,59.0,1203.0,1,9
Just Between Friends,"Drama, Television, Romance",33.0,6.0,52.0,1838.0,2,4
Just Buried,"Comedy, Drama",33.0,9.0,36.0,1098.0,3,6
Just Cause,"Action & Adventure, Drama, Mystery & Suspense",26.0,31.0,46.0,14320.0,8,23
Just Charlie,Drama,100.0,7.0,82.0,75.0,7,0
Just Do It: A Tale of Modern-day Outlaws,"Art House & International, Documentary, Special Interest",77.0,13.0,36.0,88.0,10,3
Just Friends,"Comedy, Drama, Romance",43.0,108.0,71.0,420575.0,46,62
Just Getting Started,"Action & Adventure, Comedy",4.0,23.0,10.0,827.0,1,22
Just Go with It,"Comedy, Romance",19.0,139.0,59.0,88595.0,27,112
Just Like A Woman,"Art House & International, Drama",13.0,15.0,33.0,508.0,2,13
Just Like Heaven,"Comedy, Drama, Romance",55.0,151.0,75.0,541461.0,83,68
Just Looking,Comedy,45.0,22.0,64.0,1134.0,10,12
Just Married,"Comedy, Romance",20.0,105.0,47.0,459138.0,21,84
Just Mercy,Drama,84.0,289.0,99.0,11821.0,243,46
Just My Luck,"Comedy, Drama, Romance",14.0,111.0,48.0,353738.0,15,96
Just One of the Guys,"Comedy, Romance",45.0,11.0,65.0,9019.0,5,6
Just Visiting,Comedy,33.0,79.0,53.0,9477.0,26,53
Just Wright,"Comedy, Romance",46.0,109.0,61.0,108519.0,50,59
Just Write,"Comedy, Romance",57.0,7.0,55.0,787.0,4,3
Justice,"Documentary, Drama, Special Interest",67.0,9.0,63.0,0.0,6,3
Seeking Justice,"Action & Adventure, Drama, Mystery & Suspense",28.0,79.0,39.0,7833.0,22,57
Justice League,"Action & Adventure, Drama, Science Fiction & Fantasy",40.0,395.0,71.0,127743.0,158,237
Justice League Dark,"Action & Adventure, Animation, Science Fiction & Fantasy",78.0,9.0,69.0,1120.0,7,2
Justice League Dark: Apokolips War,Action & Adventure,100.0,17.0,91.0,737.0,17,0
Justice League: Gods and Monsters,Action & Adventure,88.0,8.0,71.0,1084.0,7,1
Justice League: Throne Of Atlantis,"Action & Adventure, Animation",57.0,7.0,63.0,1882.0,4,3
Justice League vs the Fatal Five,Unknown,100.0,8.0,61.0,89.0,8,0
Justice League: War,"Action & Adventure, Animation",50.0,6.0,79.0,4220.0,3,3
Justin and the Knights of Valour,"Action & Adventure, Animation, Art House & International, Science Fiction & Fantasy",13.0,15.0,35.0,941.0,2,13
Justin Bieber: Never Say Never,"Documentary, Musical & Performing Arts",65.0,107.0,65.0,62206.0,70,37
Justin Bieber's Believe,"Documentary, Drama, Musical & Performing Arts",53.0,15.0,59.0,16619.0,8,7
Justin Timberlake + The Tennessee Kids,"Documentary, Musical & Performing Arts",100.0,14.0,73.0,13.0,14,0
Juwanna Mann,Comedy,10.0,83.0,39.0,8338.0,8,75
K-19: The Widowmaker,"Action & Adventure, Drama, Mystery & Suspense",61.0,171.0,52.0,45798.0,104,67
K2,"Action & Adventure, Drama, Special Interest",29.0,14.0,49.0,5270.0,4,10
K-9,"Action & Adventure, Comedy",22.0,9.0,44.0,53118.0,2,7
K-9: P.I.,"Action & Adventure, Comedy",0.0,6.0,37.0,7615.0,0,6
K-11,"Drama, Mystery & Suspense",20.0,15.0,43.0,1275.0,3,12
Kabhi Alvida Naa Kehna,"Art House & International, Drama, Musical & Performing Arts",58.0,12.0,68.0,15692.0,7,5
Kabhi Khushi Kabhie Gham,"Art House & International, Comedy, Drama, Kids & Family, Musical & Performing Arts, Romance",100.0,8.0,88.0,28886.0,8,0
Kabluey,"Art House & International, Comedy",84.0,37.0,65.0,2891.0,31,6
Kaboom,"Comedy, Horror, Science Fiction & Fantasy",60.0,105.0,41.0,9561.0,63,42
Kadosh,"Art House & International, Comedy, Drama",89.0,18.0,71.0,982.0,16,2
Kaena: The Prophecy,"Action & Adventure, Animation, Art House & International, Kids & Family, Science Fiction & Fantasy",7.0,30.0,44.0,5652.0,2,28
Kagemusha,"Art House & International, Classics, Drama",88.0,24.0,92.0,12408.0,21,3
Kalamity,"Drama, Mystery & Suspense",0.0,17.0,31.0,2798.0,0,17
Kaleidoscope,"Drama, Mystery & Suspense",64.0,22.0,42.0,139.0,14,8
Kalifornia,"Action & Adventure, Drama, Mystery & Suspense",59.0,32.0,64.0,46887.0,19,13
Kama Sutra: A Tale of Love,"Art House & International, Drama, Romance",40.0,20.0,71.0,8162.0,8,12
Kamp Katrina,"Documentary, Special Interest",82.0,11.0,55.0,181.0,9,2
Kampai! For the Love of Sake,Documentary,33.0,9.0,43.0,61.0,3,6
Kangaroo Jack,"Action & Adventure, Comedy, Kids & Family",8.0,116.0,29.0,59259.0,9,107
Kansas City,"Drama, Mystery & Suspense",62.0,37.0,43.0,2070.0,23,14
Kansas City Confidential (The Secret Four),"Classics, Drama, Mystery & Suspense",85.0,13.0,76.0,765.0,11,2
Kapo,"Action & Adventure, Art House & International, Drama",60.0,5.0,88.0,299.0,3,2
The Karate Kid,"Drama, Kids & Family",89.0,44.0,82.0,316502.0,39,5
The Karate Kid,"Action & Adventure, Drama, Kids & Family",66.0,209.0,67.0,283086.0,138,71
The Karate Kid Part II,"Action & Adventure, Comedy, Kids & Family",45.0,31.0,51.0,121992.0,14,17
Men at Work,"Art House & International, Comedy, Drama",100.0,5.0,81.0,217.0,5,0
Karl Marx City,"Art House & International, Documentary",96.0,26.0,71.0,198.0,25,1
Kart Racer,"Drama, Kids & Family",40.0,5.0,60.0,203.0,2,3
Karthik Calling Karthik (K.C.K.),"Art House & International, Comedy, Drama, Mystery & Suspense",80.0,5.0,49.0,1230.0,4,1
Kassim the Dream,"Documentary, Special Interest, Sports & Fitness",54.0,13.0,89.0,423.0,7,6
Kat and the Band,Comedy,60.0,5.0,63.0,0.0,3,2
Kate & Leopold,"Comedy, Science Fiction & Fantasy, Romance",50.0,129.0,62.0,189869.0,65,64
Katie Says Goodbye,Drama,42.0,19.0,74.0,93.0,8,11
Katt Williams: Great America,Comedy,80.0,5.0,62.0,45.0,4,1
Katy Perry: Part of Me,"Documentary, Musical & Performing Arts",76.0,90.0,72.0,47135.0,68,22
Kazaam,"Comedy, Kids & Family, Science Fiction & Fantasy",5.0,37.0,20.0,40118.0,2,35
Keane,"Drama, Mystery & Suspense",81.0,62.0,70.0,5280.0,50,12
Keanu,"Action & Adventure, Comedy",77.0,177.0,55.0,24261.0,137,40
Kedi,Documentary,98.0,128.0,85.0,6590.0,125,3
Kedma,"Art House & International, Drama",31.0,13.0,59.0,430.0,4,9
The Keep,"Horror, Mystery & Suspense",40.0,15.0,43.0,3559.0,6,9
Keep Your Right Up (Soigne ta droite),"Art House & International, Comedy, Drama",33.0,6.0,19.0,202.0,2,4
Keep On Keepin' On,"Documentary, Musical & Performing Arts",98.0,43.0,88.0,1285.0,42,1
Keep the Lights On,"Drama, Gay & Lesbian",89.0,66.0,63.0,3200.0,59,7
Keep the River on Your Right,"Documentary, Special Interest",78.0,51.0,50.0,1037.0,40,11
Keeping the Faith,"Comedy, Romance",69.0,118.0,59.0,53551.0,82,36
Keeping Up With The Joneses,Comedy,20.0,122.0,37.0,14137.0,24,98
Keeping Up With The Steins,Comedy,37.0,82.0,38.0,90600.0,30,52
Kelly & Cal,"Comedy, Drama",71.0,35.0,53.0,480.0,25,10
Kelly's Heroes,"Action & Adventure, Classics, Comedy, Drama",78.0,23.0,88.0,31223.0,18,5
"Ken Jeong: You Complete Me, Ho",Comedy,38.0,8.0,63.0,0.0,3,5
The Kennel Murder Case,"Action & Adventure, Classics, Drama, Mystery & Suspense",83.0,6.0,67.0,1025.0,5,1
Kenny Chesney: Summer In 3d,"Musical & Performing Arts, Special Interest",57.0,7.0,73.0,842.0,4,3
The Kentuckian,"Classics, Drama, Western",14.0,7.0,45.0,338.0,1,6
The Kentucky Fried Movie,"Comedy, Cult Movies",81.0,31.0,66.0,10306.0,25,6
Kepler's Dream,"Drama, Kids & Family",56.0,9.0,78.0,20.0,5,4
Kes,"Art House & International, Classics, Drama",100.0,32.0,91.0,9160.0,32,0
Kettle of Fish,"Comedy, Drama",18.0,11.0,23.0,1248.0,2,9
Kevin Hart: Irresponsible,Comedy,100.0,6.0,63.0,0.0,6,0
Kevin Hart: Laugh At My Pain,"Comedy, Musical & Performing Arts, Special Interest",71.0,7.0,84.0,7465.0,5,2
Kevin Hart: Let Me Explain,"Comedy, Documentary, Musical & Performing Arts",61.0,44.0,72.0,31603.0,27,17
Kevin Hart: What Now?,Comedy,76.0,59.0,58.0,10366.0,45,14
Kevin Hart's Guide to Black History,"Comedy, Kids & Family",80.0,5.0,67.0,45.0,4,1
Key Largo,"Classics, Drama, Mystery & Suspense",97.0,35.0,88.0,12010.0,34,1
Keyhole,"Art House & International, Drama, Mystery & Suspense",68.0,41.0,39.0,461.0,28,13
Khakee (The Uniform),"Art House & International, Drama",100.0,6.0,78.0,3078.0,6,0
Khartoum,"Action & Adventure, Classics, Drama",100.0,10.0,65.0,2240.0,10,0
Khatta Meetha,Romance,17.0,6.0,33.0,1789.0,1,5
Khodorkovsky,"Documentary, Special Interest",90.0,29.0,71.0,518.0,26,3
Khumba,"Action & Adventure, Animation, Kids & Family",44.0,18.0,43.0,729.0,8,10
Khyi rgan (Old Dog),"Documentary, Drama",100.0,7.0,63.0,0.0,7,0
Kick-Ass 2,"Action & Adventure, Comedy",32.0,210.0,57.0,112861.0,67,143
Kickboxer 2: The Road Back,Action & Adventure,20.0,5.0,31.0,7676.0,1,4
Kickboxer: Retaliation,"Action & Adventure, Drama",92.0,13.0,69.0,472.0,12,1
Kickboxer: Vengeance,"Action & Adventure, Drama",39.0,33.0,43.0,1120.0,13,20
Kicking & Screaming,"Comedy, Kids & Family",41.0,143.0,43.0,70253.0,59,84
Kicking It,"Documentary, Drama, Special Interest, Sports & Fitness",53.0,15.0,71.0,414.0,8,7
Kicks,"Action & Adventure, Drama",87.0,38.0,73.0,1984.0,33,5
Kid Cannabis,Drama,71.0,7.0,64.0,1142.0,5,2
A Kid in King Arthur's Court,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",5.0,21.0,27.0,74138.0,1,20
The Kid Stays in the Picture,"Documentary, Drama, Special Interest, Television",91.0,112.0,80.0,4709.0,102,10
Kidnap,"Action & Adventure, Drama, Mystery & Suspense",36.0,92.0,50.0,13863.0,33,59
Kidnapped,"Art House & International, Drama, Mystery & Suspense",44.0,25.0,49.0,6593.0,11,14
Kidnapping Mr. Heineken,"Action & Adventure, Drama, Mystery & Suspense",19.0,62.0,24.0,912.0,12,51
Kids for Cash,"Documentary, Drama, Special Interest",92.0,36.0,73.0,4309.0,33,3
Kika,"Art House & International, Comedy, Drama",60.0,15.0,71.0,7260.0,9,6
Kiki,Documentary,82.0,28.0,52.0,269.0,23,5
Kiki's Delivery Service,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",98.0,41.0,88.0,16797.0,40,1
Kikujiro,"Art House & International, Comedy, Drama",61.0,51.0,92.0,9239.0,31,20
Kilimanjaro: To The Roof of Africa,"Documentary, Special Interest",90.0,10.0,39.0,551.0,9,1
Kill Bill: Volume 1,"Action & Adventure, Mystery & Suspense",85.0,237.0,81.0,32558003.0,201,36
Kill Bill: Volume 2,"Action & Adventure, Comedy, Drama",84.0,242.0,89.0,841454.0,203,39
Kill Command,"Action & Adventure, Drama, Science Fiction & Fantasy",75.0,12.0,45.0,1666.0,9,3
Kill List,"Horror, Mystery & Suspense",78.0,95.0,58.0,9736.0,74,21
Kill Me Three Times,Mystery & Suspense,16.0,55.0,30.0,3149.0,9,47
Kill Order,"Action & Adventure, Science Fiction & Fantasy",25.0,8.0,45.0,40.0,2,6
Kill Ratio,"Action & Adventure, Drama",0.0,5.0,18.0,47.0,0,5
Kill Switch,"Drama, Science Fiction & Fantasy",9.0,22.0,20.0,890.0,2,20
Kill the Irishman,"Action & Adventure, Drama, Mystery & Suspense",62.0,52.0,67.0,9519.0,32,20
Kill the Messenger,"Drama, Mystery & Suspense",77.0,128.0,69.0,16615.0,99,29
Kill the Monsters,"Comedy, Drama, Gay & Lesbian",100.0,6.0,63.0,0.0,6,0
Kill the Poor,"Art House & International, Comedy, Drama",25.0,8.0,33.0,146.0,2,6
Kill Your Darlings,"Drama, Mystery & Suspense, Romance",77.0,150.0,60.0,19088.0,115,35
Kill Your Friends,"Comedy, Drama, Mystery & Suspense",23.0,60.0,33.0,1587.0,14,46
Kill Zone 2 (Saat po long 2),"Action & Adventure, Art House & International, Drama, Mystery & Suspense",100.0,22.0,64.0,548.0,22,0
Killer Bees,Documentary,80.0,5.0,80.0,25.0,4,1
Killer Elite,"Action & Adventure, Mystery & Suspense",27.0,126.0,42.0,32432.0,34,92
The Killer Is Loose,"Classics, Drama, Mystery & Suspense",60.0,5.0,37.0,107.0,3,2
Killer Joe,"Comedy, Mystery & Suspense",79.0,170.0,61.0,80191.0,135,35
Killer Kate!,Horror,71.0,7.0,57.0,87.0,5,2
Killer Klowns from Outer Space,"Comedy, Horror, Science Fiction & Fantasy",75.0,24.0,59.0,43277.0,18,6
Killer Me,"Art House & International, Drama, Horror, Mystery & Suspense",50.0,6.0,63.0,0.0,3,3
The Killer Shrews,"Drama, Horror, Science Fiction & Fantasy",50.0,10.0,24.0,2481.0,5,5
Killerman,"Action & Adventure, Drama, Mystery & Suspense",26.0,19.0,63.0,68.0,5,14
Killers,"Action & Adventure, Comedy, Romance",10.0,108.0,41.0,139460.0,11,97
Killers,"Action & Adventure, Drama, Mystery & Suspense",73.0,15.0,65.0,2205.0,11,4
Killers Anonymous,"Action & Adventure, Mystery & Suspense",0.0,9.0,17.0,88.0,0,9
Killer's Kiss,"Classics, Drama, Mystery & Suspense",86.0,21.0,58.0,7360.0,18,3
The Killing,"Drama, Mystery & Suspense",98.0,41.0,92.0,22235.0,40,1
Killing Bono,"Art House & International, Comedy",56.0,43.0,47.0,5190.0,24,19
The Killing Fields,"Art House & International, Drama",93.0,43.0,92.0,23126.0,40,3
Killing for Love (Das Versprechen),"Art House & International, Documentary",100.0,9.0,77.0,203.0,9,0
Killing Ground,"Art House & International, Drama, Mystery & Suspense",75.0,69.0,45.0,927.0,52,17
Killing Gunther,"Action & Adventure, Comedy",48.0,23.0,28.0,1089.0,11,12
Killing Jesus,Documentary,43.0,7.0,29.0,143.0,3,4
Killing Kennedy,Drama,56.0,18.0,42.0,326.0,10,8
Killing Me Softly,"Art House & International, Drama, Mystery & Suspense, Romance",0.0,23.0,41.0,8490.0,0,23
The Killing of a Chinese Bookie,Drama,79.0,28.0,83.0,4728.0,22,6
Killing Season,Mystery & Suspense,10.0,20.0,29.0,6830.0,2,18
Killing Them Safely (Tom Swift And His Electric Rifle),Documentary,91.0,11.0,53.0,321.0,10,1
Killing Them Softly,"Comedy, Drama, Mystery & Suspense",73.0,229.0,44.0,121513.0,168,61
Killing Zoe,"Action & Adventure, Drama, Mystery & Suspense",36.0,28.0,64.0,12907.0,10,18
Killshot,"Action & Adventure, Drama, Mystery & Suspense",33.0,6.0,28.0,21770.0,2,4
Kim,"Action & Adventure, Classics, Drama, Kids & Family",78.0,9.0,57.0,1356.0,7,2
Kin,"Action & Adventure, Science Fiction & Fantasy",34.0,92.0,54.0,798.0,31,61
Kind Hearts and Coronets,"Classics, Comedy, Drama",100.0,47.0,94.0,9144.0,47,0
Kindergarten Cop,"Action & Adventure, Comedy, Cult Movies, Mystery & Suspense",51.0,37.0,52.0,328715.0,19,18
Kindergarten Cop 2,Comedy,29.0,7.0,24.0,403.0,2,5
King and Country,Drama,86.0,7.0,78.0,126.0,6,1
King Arthur: Legend Of The Sword,"Action & Adventure, Drama",30.0,273.0,69.0,31903.0,83,190
King Charles III on Masterpiece,Drama,100.0,9.0,45.0,70.0,9,0
King Cobra,Drama,49.0,35.0,32.0,1584.0,17,18
King Creole,"Classics, Drama, Musical & Performing Arts",100.0,23.0,83.0,7169.0,23,0
King David,"Art House & International, Classics, Drama",8.0,12.0,42.0,2163.0,1,11
King Georges,Documentary,100.0,9.0,55.0,241.0,9,0
King In The Wilderness,Documentary,100.0,10.0,95.0,77.0,10,0
King Jack,"Action & Adventure, Drama",94.0,35.0,72.0,834.0,33,2
King Kong,Action & Adventure,84.0,267.0,50.0,33766734.0,224,43
King of California,"Art House & International, Comedy, Drama",63.0,67.0,64.0,16541.0,42,25
King of Devil's Island,"Action & Adventure, Art House & International, Drama",94.0,49.0,88.0,2699.0,46,3
King of Hearts,"Classics, Comedy",89.0,18.0,88.0,3920.0,16,2
The King of Kong: A Fistful of Quarters,"Documentary, Special Interest, Sports & Fitness",97.0,103.0,93.0,29233.0,100,3
The King of Marvin Gardens,"Classics, Drama, Mystery & Suspense",69.0,29.0,58.0,1951.0,20,9
King of New York,"Action & Adventure, Drama",73.0,26.0,77.0,21196.0,19,7
King of the Ants,"Action & Adventure, Drama, Romance",67.0,0.0,63.0,0.0,9,1
King of the Gypsies,Drama,86.0,7.0,66.0,646.0,6,1
King of Thieves,Drama,34.0,83.0,27.0,383.0,28,55
King Ralph,Comedy,27.0,11.0,27.0,19607.0,3,8
Kingdom Come,"Comedy, Drama",28.0,65.0,72.0,7650.0,18,47
