movie_title,genres,tomatometer_rating,tomatometer_count,audience_rating,audience_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
Braid,"Horror, Mystery & Suspense",87.0,23.0,60.0,262.0,20,3
Brain Damage,"Comedy, Horror",67.0,15.0,63.0,5130.0,10,5
Brain Dead,"Drama, Horror, Science Fiction & Fantasy",17.0,6.0,69.0,7693.0,1,5
Brain Donors,Comedy,45.0,11.0,85.0,4373.0,5,6
Brain on Fire,Drama,13.0,16.0,67.0,762.0,2,14
Brainscan,"Horror, Science Fiction & Fantasy",19.0,16.0,60.0,9934.0,3,13
Brake,"Action & Adventure, Mystery & Suspense",44.0,27.0,40.0,1210.0,12,15
Brampton's Own,Drama,40.0,5.0,59.0,27.0,2,3
Bran Nue Dae,"Comedy, Musical & Performing Arts",56.0,62.0,52.0,4616.0,35,27
Branded,"Drama, Mystery & Suspense, Science Fiction & Fantasy",9.0,11.0,24.0,4801.0,1,10
Branded to Kill,"Action & Adventure, Art House & International, Drama",100.0,23.0,84.0,5362.0,23,0
The Brandon Teena Story,"Documentary, Special Interest",69.0,13.0,68.0,1692.0,9,4
Brannigan,"Action & Adventure, Classics, Drama, Mystery & Suspense",20.0,10.0,40.0,4292.0,2,8
Bratz: The Movie,"Comedy, Kids & Family",10.0,80.0,46.0,49243.0,8,72
The Bravados,"Classics, Drama, Western",100.0,5.0,67.0,1482.0,5,0
Brave,"Animation, Comedy, Kids & Family",78.0,248.0,75.0,279321.0,194,54
Brave Little Toaster to the Rescue,"Animation, Kids & Family",40.0,5.0,47.0,4639.0,2,3
Brave New Jersey,Comedy,47.0,19.0,37.0,158.0,9,10
The Brave One,"Action & Adventure, Drama, Mystery & Suspense",43.0,185.0,64.0,274408.0,80,105
Braven,"Action & Adventure, Drama",77.0,31.0,76.0,1869.0,24,7
Bravetown,Romance,25.0,16.0,47.0,433.0,4,12
Brawl in Cell Block 99,"Action & Adventure, Mystery & Suspense",91.0,90.0,74.0,6138.0,82,8
Breach,"Drama, Mystery & Suspense",84.0,177.0,67.0,377368.0,149,28
Bread & Tulips,"Art House & International, Comedy, Drama, Romance",71.0,62.0,86.0,5604.0,44,18
Break Ke Baad,"Art House & International, Comedy, Drama, Romance",17.0,6.0,33.0,1115.0,1,5
Break Point,Comedy,71.0,21.0,52.0,1782.0,15,6
The Break-Up,"Comedy, Drama, Romance",34.0,192.0,46.0,450347.0,66,126
'Breaker' Morant,"Art House & International, Drama",100.0,23.0,91.0,4939.0,23,0
Breakfast at Tiffany's,"Classics, Comedy, Drama, Romance",88.0,52.0,91.0,242717.0,46,6
The Breakfast Club,"Comedy, Drama",89.0,65.0,92.0,556679.0,58,7
Breakfast with Scot,"Comedy, Drama",54.0,28.0,64.0,2039.0,15,13
Breakheart Pass,"Action & Adventure, Mystery & Suspense, Western",60.0,15.0,59.0,2223.0,9,6
Breakin' All the Rules,"Comedy, Romance",31.0,87.0,57.0,11074.0,27,60
Breaking A Monster,Documentary,100.0,24.0,58.0,284.0,24,0
Breaking and Entering,Drama,34.0,129.0,52.0,57472.0,44,85
Breaking & Exiting,Comedy,0.0,6.0,69.0,109.0,0,6
Breaking Away,"Comedy, Drama",95.0,37.0,88.0,9343.0,35,2
Breaking In,Mystery & Suspense,27.0,107.0,32.0,1024.0,29,78
Daai si gin (Breaking News),"Action & Adventure, Drama",79.0,19.0,65.0,4284.0,15,4
Breaking The Girls,"Drama, Mystery & Suspense, Special Interest",11.0,9.0,29.0,360.0,1,8
Breaking the Waves,"Art House & International, Drama, Romance",85.0,59.0,91.0,31287.0,50,9
Breaking Upwards,"Drama, Romance",60.0,20.0,57.0,1164.0,12,8
Breakthrough,Drama,63.0,64.0,79.0,1200.0,40,24
Breakup at a Wedding,Comedy,67.0,6.0,65.0,136.0,4,2
Breath Of The Gods,"Documentary, Special Interest",50.0,10.0,91.0,48.0,5,5
Breathe,"Drama, Romance",67.0,165.0,71.0,3797.0,111,54
Breathe In,"Drama, Romance",56.0,80.0,41.0,3709.0,45,35
Breathless,Drama,97.0,67.0,90.0,38951.0,65,2
Breezy,"Classics, Drama, Romance",67.0,6.0,66.0,1379.0,4,2
Brian Banks,Drama,62.0,71.0,97.0,1831.0,44,27
Brick,"Action & Adventure, Drama, Horror, Mystery & Suspense",80.0,142.0,86.0,105728.0,113,29
Brick Lane,Drama,68.0,103.0,60.0,44330.0,70,33
Brick Mansions,"Action & Adventure, Drama",26.0,97.0,47.0,26302.0,25,72
The Bride,"Art House & International, Comedy, Drama, Horror, Science Fiction & Fantasy",25.0,12.0,33.0,8094.0,3,9
Bride and Prejudice,"Comedy, Musical & Performing Arts, Romance",64.0,134.0,70.0,79126.0,86,48
Bride Flight,"Art House & International, Classics, Drama",67.0,39.0,75.0,1310.0,26,13
Bride of Chucky,"Action & Adventure, Horror",46.0,37.0,46.0,364274.0,17,20
The Bride of Frankenstein,"Classics, Horror, Science Fiction & Fantasy, Special Interest",98.0,46.0,87.0,24845.0,46,1
Bride of Re-Animator,"Comedy, Horror, Science Fiction & Fantasy",40.0,20.0,45.0,7925.0,8,12
Bride of the Gorilla,"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",40.0,5.0,25.0,226.0,2,3
Bride of the Monster,"Horror, Science Fiction & Fantasy",45.0,11.0,28.0,6093.0,5,6
Bride of the Wind,"Drama, Musical & Performing Arts",11.0,64.0,38.0,1009.0,7,57
Bride Wars,Comedy,11.0,144.0,51.0,376020.0,16,128
Bridegroom,"Documentary, Special Interest",85.0,13.0,87.0,860.0,11,2
The Brides of Dracula,"Classics, Horror",75.0,16.0,61.0,3086.0,12,4
Brideshead Revisited,Drama,62.0,138.0,52.0,21853.0,86,52
Bridesmaids,Comedy,90.0,287.0,76.0,161760.0,258,29
Bridge of Spies,"Drama, Mystery & Suspense",90.0,307.0,87.0,65466.0,278,30
The Bridge on the River Kwai,"Action & Adventure, Classics, Drama",95.0,59.0,93.0,54711.0,56,3
Bridge to Terabithia,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",85.0,159.0,70.0,468536.0,135,24
A Bridge Too Far,"Action & Adventure, Drama",64.0,25.0,86.0,43268.0,16,9
The Bridges at Toko-Ri,"Action & Adventure, Classics, Drama, Romance",80.0,10.0,61.0,1687.0,8,2
The Bridges of Madison County,"Drama, Romance",90.0,59.0,87.0,48200.0,53,6
Bridget Jones's Diary,"Comedy, Romance",80.0,161.0,81.0,495907.0,129,32
Bridget Jones: The Edge of Reason,"Comedy, Drama, Romance",27.0,157.0,60.0,408297.0,43,114
Bridget Jones's Baby,"Comedy, Romance",78.0,209.0,65.0,19983.0,164,45
A Brief History of Time,"Documentary, Special Interest",94.0,18.0,81.0,1108.0,17,1
Brief Interviews with Hideous Men,"Comedy, Drama",40.0,40.0,32.0,3083.0,16,24
Brigadoon,"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",85.0,13.0,72.0,9336.0,11,2
Bright,Drama,28.0,109.0,83.0,19445.0,30,79
Bright Eyes,"Action & Adventure, Classics, Comedy, Documentary, Drama, Musical & Performing Arts",83.0,12.0,75.0,6928.0,10,2
Bright Leaves,"Documentary, Special Interest",86.0,56.0,72.0,826.0,48,8
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,Documentary,100.0,57.0,86.0,595.0,57,0
Bright Star,"Drama, Romance",83.0,175.0,68.0,11399.0,146,30
Bright Young Things,"Comedy, Drama",65.0,111.0,67.0,6438.0,72,39
Brightburn,"Horror, Science Fiction & Fantasy",58.0,203.0,67.0,4331.0,117,86
Brightest Star,"Comedy, Drama, Romance",13.0,15.0,24.0,407.0,2,13
Brighton Beach Memoirs,"Comedy, Drama",69.0,13.0,79.0,3202.0,9,4
Brighton Rock,"Drama, Mystery & Suspense",51.0,95.0,33.0,7702.0,48,47
Brigsby Bear,Comedy,82.0,163.0,86.0,3987.0,133,30
Brilliant Lies,Drama,80.0,5.0,23.0,194.0,4,1
Brimstone,"Art House & International, Mystery & Suspense, Western",42.0,76.0,53.0,1926.0,32,44
Bring It On,Comedy,63.0,120.0,66.0,767667.0,76,44
Bring It On: All or Nothing,Comedy,20.0,5.0,70.0,247222.0,1,4
Bring Me the Head of the Machine Gun Woman (Tráiganme la cabeza de la mujer metralleta),Action & Adventure,50.0,6.0,43.0,74.0,3,3
Bringing Down the House,Comedy,34.0,150.0,49.0,379173.0,51,99
Bringing Out the Dead,"Drama, Mystery & Suspense",72.0,109.0,70.0,38803.0,78,31
Bringing Up Baby,"Classics, Comedy, Romance",93.0,46.0,89.0,39132.0,43,3
Bringing Up Bobby,"Comedy, Kids & Family",17.0,12.0,34.0,355.0,2,10
Britannia Hospital,"Art House & International, Comedy, Drama",50.0,6.0,55.0,1428.0,3,3
Britt-Marie Was Here,"Comedy, Drama, Sports & Fitness",70.0,20.0,40.0,5.0,14,6
Broadcast News,"Comedy, Drama",98.0,51.0,79.0,11001.0,50,1
Broadway Damage,"Art House & International, Comedy, Gay & Lesbian",29.0,7.0,50.0,834.0,2,5
Broadway Danny Rose,"Comedy, Romance",100.0,29.0,84.0,9507.0,29,0
Broadway Idiot,"Documentary, Musical & Performing Arts, Special Interest",65.0,20.0,72.0,358.0,13,7
The Broadway Melody,"Musical & Performing Arts, Romance",33.0,24.0,21.0,1813.0,8,16
Broadway: The Golden Age,"Documentary, Musical & Performing Arts, Special Interest",83.0,46.0,92.0,469.0,38,8
Brokeback Mountain,"Drama, Romance",87.0,246.0,82.0,519853.0,215,31
Brokedown Palace,"Drama, Mystery & Suspense",31.0,35.0,66.0,37998.0,11,24
Broken,"Documentary, Drama, Special Interest",63.0,56.0,73.0,3094.0,35,21
Broken City,Drama,28.0,153.0,40.0,32441.0,43,110
Broken Embraces,"Art House & International, Comedy, Drama, Mystery & Suspense",81.0,156.0,75.0,20520.0,127,29
Broken English,"Art House & International, Comedy, Drama",64.0,72.0,62.0,23971.0,46,26
Broken Flowers,"Comedy, Drama, Mystery & Suspense",87.0,195.0,70.0,95487.0,170,25
The Broken Hearts Club,"Comedy, Drama, Romance, Gay & Lesbian",62.0,29.0,72.0,8501.0,18,11
Broken Horses,"Action & Adventure, Drama",25.0,20.0,43.0,334.0,5,15
Broken Lance,"Classics, Drama, Western, Romance",92.0,12.0,60.0,1584.0,11,1
Broken Tower,"Art House & International, Drama",20.0,10.0,18.0,3015.0,2,8
Bronco Billy,Comedy,75.0,20.0,48.0,7249.0,15,5
Bronson,"Action & Adventure, Drama",76.0,82.0,74.0,17229.0,62,20
A Bronx Tale,Drama,97.0,30.0,93.0,66817.0,29,1
The Brood,"Horror, Science Fiction & Fantasy",83.0,23.0,68.0,9772.0,19,4
Brooklyn,Drama,97.0,269.0,87.0,46857.0,261,8
Brooklyn Castle,"Documentary, Special Interest",96.0,53.0,81.0,6637.0,51,2
Brooklyn Lobster,"Comedy, Drama",44.0,16.0,61.0,337.0,7,9
Brooklyn Rules,"Comedy, Drama",45.0,40.0,51.0,17349.0,18,22
Brooklyn's Finest,"Action & Adventure, Drama",45.0,152.0,46.0,101105.0,68,84
Brother (Hermano),"Art House & International, Drama, Kids & Family, Sports & Fitness",54.0,13.0,82.0,418.0,7,6
Brother Bear,"Animation, Kids & Family",37.0,132.0,65.0,188779.0,49,83
Brother Bear 2,"Animation, Kids & Family",50.0,8.0,56.0,24372.0,4,4
Brother Nature,Comedy,57.0,7.0,30.0,193.0,4,3
"Brother Sun, Sister Moon (Fratello sole, sorella luna)","Classics, Drama, Faith & Spirituality",42.0,19.0,77.0,3164.0,8,11
Brother to Brother,Drama,77.0,43.0,74.0,1068.0,33,10
Brotherhood,"Drama, Mystery & Suspense",54.0,26.0,54.0,1639.0,14,12
The Brotherhood of Satan,"Classics, Drama, Horror",0.0,6.0,33.0,513.0,0,6
Brothers,"Art House & International, Drama",89.0,74.0,86.0,4124.0,66,8
Brothers at War,"Documentary, Special Interest",70.0,20.0,68.0,2162.0,14,6
The Brothers Bloom,"Action & Adventure, Comedy, Drama, Romance",68.0,156.0,64.0,91234.0,106,50
The Brothers Grimm,"Action & Adventure, Comedy, Science Fiction & Fantasy",38.0,183.0,39.0,373932.0,69,114
Brothers Hypnotic,"Documentary, Special Interest",100.0,7.0,55.0,59.0,7,0
Brother's Justice,"Comedy, Drama",0.0,9.0,23.0,813.0,0,9
The Brothers Karamazov,"Classics, Drama",30.0,10.0,60.0,544.0,3,7
The Brothers McMullen,"Comedy, Drama, Romance",89.0,36.0,60.0,6170.0,32,4
Brothers of the Head,"Comedy, Drama, Musical & Performing Arts",69.0,70.0,66.0,19384.0,48,22
The Brothers Solomon,Comedy,15.0,73.0,31.0,56504.0,11,62
Brown Sugar,"Comedy, Drama, Romance",66.0,85.0,90.0,55642.0,56,29
Brubaker,Drama,75.0,24.0,73.0,6657.0,18,6
Bruce Almighty,"Comedy, Science Fiction & Fantasy",48.0,193.0,57.0,33024215.0,93,100
Bruiser,"Art House & International, Horror, Mystery & Suspense",67.0,9.0,30.0,3935.0,6,3
Bruno,Comedy,67.0,227.0,41.0,585635.0,153,74
Bruno,"Comedy, Drama",20.0,5.0,68.0,1190.0,1,4
Brúðguminn (White Night Wedding),"Art House & International, Comedy, Drama",29.0,7.0,58.0,301.0,2,5
Brush With Danger,"Action & Adventure, Drama, Mystery & Suspense",20.0,5.0,43.0,64.0,1,4
Brute Force,"Classics, Drama",94.0,16.0,87.0,1639.0,15,1
Bubba Ho-Tep,"Comedy, Horror",78.0,106.0,79.0,55716.0,83,23
Bubble Boy,Comedy,31.0,84.0,48.0,243521.0,26,58
Buck,"Documentary, Special Interest",90.0,105.0,89.0,4780.0,94,11
The Bucket List,"Action & Adventure, Comedy, Drama",41.0,175.0,77.0,271579.0,72,103
A Bucket of Blood,"Comedy, Horror, Mystery & Suspense",71.0,14.0,68.0,4869.0,10,4
Bucky Larson: Born to Be a Star,Comedy,3.0,36.0,25.0,13017.0,1,35
The Buddy Holly Story,"Drama, Musical & Performing Arts",100.0,29.0,77.0,7549.0,29,0
Buddymoon,Comedy,75.0,8.0,58.0,333.0,6,2
Budrus,"Action & Adventure, Art House & International, Documentary, Drama, Special Interest",88.0,24.0,91.0,248.0,21,3
Buena Vista Social Club: Adios,Documentary,70.0,20.0,73.0,109.0,14,6
Buffalo '66,"Art House & International, Comedy, Drama",76.0,59.0,88.0,34129.0,45,14
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","Classics, Comedy, Western",67.0,15.0,49.0,2110.0,10,5
Buffalo Boys,"Action & Adventure, Art House & International",79.0,34.0,39.0,103.0,27,7
Buffalo Girls,"Documentary, Special Interest",44.0,9.0,53.0,1267.0,4,5
Buffalo Soldiers,"Comedy, Drama, Mystery & Suspense",73.0,115.0,72.0,15677.0,84,31
Buffy the Vampire Slayer,"Action & Adventure, Comedy, Horror",35.0,52.0,43.0,335095.0,18,34
Bug,"Drama, Mystery & Suspense",62.0,133.0,34.0,356698.0,82,51
Bugs!,"Art House & International, Documentary",82.0,34.0,58.0,790.0,28,6
A Bug's Life,"Animation, Kids & Family, Science Fiction & Fantasy",92.0,88.0,73.0,982499.0,81,7
Bugsy,Drama,85.0,60.0,69.0,10228.0,51,9
Bugsy Malone,"Comedy, Drama, Kids & Family, Musical & Performing Arts",83.0,24.0,81.0,21639.0,20,4
Bukowski: Born into This,"Documentary, Special Interest",84.0,50.0,89.0,2918.0,42,8
Bull,Drama,90.0,86.0,70.0,37.0,77,9
Bull Durham,"Comedy, Drama, Romance",97.0,71.0,82.0,51136.0,69,2
Bullet,"Action & Adventure, Drama, Mystery & Suspense",11.0,9.0,13.0,204.0,1,8
Bullet Head,Drama,59.0,17.0,31.0,243.0,10,7
Bullet to the Head,"Action & Adventure, Mystery & Suspense",45.0,143.0,39.0,27840.0,65,78
Bulletproof Heart,"Drama, Mystery & Suspense",63.0,8.0,64.0,106.0,5,3
Bulletproof Monk,"Action & Adventure, Comedy",23.0,132.0,38.0,194483.0,31,101
Bullitt,"Action & Adventure, Classics, Drama, Mystery & Suspense",97.0,38.0,85.0,40052.0,37,1
Bully,"Art House & International, Drama",55.0,91.0,69.0,23488.0,50,41
Bully,"Documentary, Special Interest",85.0,141.0,78.0,42175.0,120,21
Bulworth,"Comedy, Drama, Romance",76.0,66.0,68.0,20613.0,50,16
Bumblebee,"Action & Adventure, Science Fiction & Fantasy",91.0,244.0,74.0,9929.0,221,23
Bunny and the Bull,"Comedy, Science Fiction & Fantasy",67.0,33.0,65.0,3467.0,22,11
Bunny Lake Is Missing,"Classics, Drama, Mystery & Suspense",87.0,15.0,78.0,2542.0,13,2
Bunraku,"Action & Adventure, Drama",17.0,23.0,49.0,4505.0,4,19
Bunty Aur Babli,"Action & Adventure, Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",83.0,6.0,77.0,7838.0,5,1
Burden,Documentary,97.0,36.0,93.0,34.0,35,1
Burden,Drama,51.0,68.0,97.0,29.0,35,33
Burden of Dreams,"Documentary, Musical & Performing Arts, Television",94.0,17.0,91.0,3486.0,16,1
Buried,Mystery & Suspense,87.0,156.0,65.0,64156.0,135,21
Burke and Hare,"Art House & International, Comedy, Mystery & Suspense",33.0,58.0,35.0,15129.0,19,39
Burlesque,"Drama, Musical & Performing Arts, Romance",37.0,175.0,64.0,66137.0,64,111
Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country),"Art House & International, Documentary, Special Interest",97.0,62.0,91.0,1626.0,60,2
Burn!,Drama,86.0,14.0,81.0,1590.0,12,2
Burn,"Documentary, Special Interest",100.0,17.0,91.0,1000.0,17,0
Burn,Mystery & Suspense,58.0,12.0,44.0,55.0,7,5
Burn After Reading,"Comedy, Drama",78.0,246.0,65.0,187859.0,192,54
Burn Country,Drama,60.0,15.0,41.0,205.0,9,6
"Night of the Eagle (Burn, Witch, Burn! )",Horror,80.0,15.0,65.0,397.0,12,3
Burn Your Maps,"Action & Adventure, Comedy, Drama",64.0,14.0,82.0,51.0,9,5
Burning Palms,"Comedy, Drama",38.0,8.0,35.0,1319.0,3,5
Burning (Beoning),"Art House & International, Drama, Mystery & Suspense",95.0,193.0,80.0,1697.0,183,10
Burning Annie,"Art House & International, Comedy, Drama",50.0,8.0,38.0,95.0,4,4
Burning Blue,"Drama, Romance",25.0,12.0,52.0,249.0,3,9
Burning Dog,"Action & Adventure, Comedy, Mystery & Suspense",100.0,6.0,63.0,0.0,6,0
Burning Man,"Art House & International, Comedy, Drama, Romance",77.0,26.0,64.0,2683.0,20,6
The Burning Plain,"Drama, Romance",38.0,79.0,56.0,8497.0,30,49
Burning Sands,Drama,88.0,26.0,60.0,314.0,23,3
Burnt,Comedy,28.0,159.0,44.0,17312.0,44,115
Burnt by the Sun,"Art House & International, Comedy, Drama",80.0,15.0,94.0,5615.0,12,3
Burnt Offerings,Horror,54.0,13.0,43.0,4267.0,7,6
Burton And Taylor,Drama,100.0,12.0,61.0,271.0,12,0
Burt's Buzz,"Documentary, Special Interest",79.0,14.0,49.0,286.0,11,3
Burying the Ex,"Comedy, Horror, Romance",28.0,39.0,30.0,965.0,11,28
Busco Novio Para Mi Mujer,Comedy,78.0,9.0,68.0,1038.0,7,2
Bushwick,"Action & Adventure, Drama",48.0,73.0,31.0,700.0,35,38
The Business of Being Born,"Documentary, Special Interest",81.0,26.0,85.0,7592.0,21,5
The Business of Strangers,Drama,81.0,94.0,51.0,3626.0,76,18
Buster's Mal Heart,"Drama, Mystery & Suspense",70.0,50.0,56.0,2023.0,35,15
Bustin' Loose,"Action & Adventure, Comedy",60.0,5.0,61.0,4467.0,3,2
But I'm a Cheerleader,Comedy,40.0,85.0,74.0,40926.0,34,51
The Butcher Boy,"Comedy, Drama",77.0,61.0,82.0,6104.0,47,14
Butcher Boys,"Action & Adventure, Horror",0.0,5.0,20.0,139.0,0,5
La Soga (The Butcher's Son),"Action & Adventure, Art House & International, Drama",44.0,16.0,73.0,515.0,7,9
The Butcher's Wife,"Comedy, Science Fiction & Fantasy, Romance",25.0,16.0,29.0,7630.0,4,12
Butt Boy,"Comedy, Mystery & Suspense, Science Fiction & Fantasy",70.0,57.0,67.0,52.0,40,17
Butter,"Comedy, Drama",34.0,68.0,44.0,10002.0,23,45
Butterfield 8,"Classics, Drama",47.0,19.0,57.0,4072.0,9,10
Butterflies Are Free,"Classics, Comedy, Drama, Romance",69.0,13.0,81.0,3670.0,9,4
The Butterfly Effect,"Drama, Mystery & Suspense, Science Fiction & Fantasy",33.0,172.0,81.0,623332.0,57,115
Butterfly Girl,"Documentary, Special Interest",100.0,6.0,93.0,103.0,6,0
Butterfly Kiss,"Art House & International, Comedy, Drama",77.0,13.0,60.0,1716.0,10,3
bwoy,Drama,88.0,8.0,50.0,43.0,7,1
By Hook or by Crook,"Comedy, Drama, Romance, Gay & Lesbian, Sports & Fitness",64.0,14.0,77.0,1008.0,9,5
By the Grace of God (Grâce à Dieu),Drama,96.0,96.0,77.0,53.0,92,4
By The Gun,"Drama, Mystery & Suspense",40.0,5.0,19.0,326.0,2,3
By The Sea,"Drama, Romance",34.0,158.0,28.0,5546.0,54,104
Byzantium,"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",66.0,120.0,51.0,11681.0,79,41
The C Word,Documentary,100.0,6.0,94.0,126.0,6,0
Cabaret,"Classics, Drama, Musical & Performing Arts",93.0,43.0,87.0,36098.0,40,3
Cabaret Balkan (Bure baruta),"Art House & International, Comedy, Drama",79.0,14.0,85.0,871.0,11,3
Cabin Boy,Comedy,46.0,26.0,42.0,11658.0,12,14
Cabin Fever,Horror,0.0,28.0,12.0,695.0,0,28
Cabin Fever 3: Patient Zero,"Horror, Mystery & Suspense",24.0,21.0,14.0,762.0,5,16
Cabin in the Sky,"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",85.0,20.0,81.0,1974.0,17,3
Cabiria,"Art House & International, Classics, Drama",96.0,26.0,69.0,1155.0,25,1
The Cable Guy,Comedy,54.0,78.0,51.0,471378.0,42,36
Caché,"Art House & International, Drama, Mystery & Suspense",89.0,135.0,78.0,51481.0,120,15
Cactus Flower,"Classics, Comedy",88.0,17.0,81.0,4758.0,15,2
Caddyshack,"Comedy, Special Interest",73.0,59.0,87.0,203804.0,43,16
Caddyshack II,Comedy,4.0,24.0,18.0,27421.0,1,23
Cadence,"Drama, Mystery & Suspense",42.0,12.0,70.0,7086.0,5,7
Cadillac Records,"Drama, Musical & Performing Arts",67.0,123.0,65.0,63236.0,82,41
Caesar Must Die,"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest",92.0,50.0,74.0,3482.0,46,4
Café de Flore,"Art House & International, Drama",64.0,55.0,76.0,4017.0,35,20
Café Society,"Comedy, Romance",71.0,253.0,56.0,13746.0,179,74
Caffeine,Comedy,0.0,9.0,39.0,4473.0,0,9
The Caine Mutiny,"Action & Adventure, Classics, Drama, Mystery & Suspense, Romance",92.0,25.0,87.0,7557.0,23,2
Cairo Time,"Art House & International, Drama, Romance",81.0,80.0,62.0,4867.0,65,15
Cake,Drama,48.0,126.0,44.0,15356.0,61,66
Calendar Girls,"Comedy, Special Interest",74.0,126.0,67.0,74464.0,93,33
Calibre,Mystery & Suspense,95.0,20.0,74.0,691.0,19,1
California Dreamin' (Nesfarsit) (Endless),"Art House & International, Comedy, Documentary, Drama",89.0,18.0,82.0,2131.0,16,2
California Solo,"Comedy, Drama",68.0,25.0,54.0,443.0,17,8
California Split,"Classics, Comedy, Drama",88.0,17.0,83.0,2905.0,15,2
California Suite,"Comedy, Romance",54.0,24.0,45.0,2747.0,13,11
California Typewriter,Documentary,100.0,39.0,83.0,460.0,39,0
Call Me by Your Name,"Drama, Romance",94.0,356.0,86.0,15872.0,335,21
Call Me Kuchu,"Documentary, Drama, Special Interest",98.0,51.0,89.0,664.0,50,1
Call Me Lucky,Documentary,85.0,26.0,80.0,740.0,22,4
Call Northside 777,"Classics, Drama, Mystery & Suspense",76.0,17.0,73.0,2670.0,13,4
Callas Forever,"Drama, Musical & Performing Arts",41.0,58.0,54.0,1576.0,24,34
Calle 54,"Art House & International, Documentary, Drama, Musical & Performing Arts",87.0,47.0,87.0,1196.0,41,6
Calling All Earthlings,Documentary,63.0,16.0,100.0,35.0,10,6
Calvary,"Art House & International, Comedy, Drama",89.0,171.0,80.0,18002.0,152,19
Calvin Marshall,"Comedy, Romance",60.0,10.0,41.0,277.0,6,4
CAM,"Horror, Mystery & Suspense",93.0,98.0,54.0,1239.0,91,7
Cam2Cam,"Horror, Mystery & Suspense",0.0,8.0,7.0,187.0,0,8
Cameraman: The Life And Work Of Jack Cardiff,"Documentary, Television",97.0,29.0,91.0,722.0,28,1
Cameraperson,Documentary,99.0,105.0,68.0,963.0,104,1
Camilla,"Action & Adventure, Art House & International, Comedy, Drama",40.0,5.0,39.0,1810.0,2,3
Camille Claudel,"Art House & International, Drama",100.0,11.0,88.0,5074.0,11,0
"Camille Claudel, 1915",Drama,80.0,46.0,48.0,745.0,37,9
Camino,Action & Adventure,32.0,19.0,20.0,70.0,6,13
Camp,"Comedy, Musical & Performing Arts",64.0,107.0,68.0,11375.0,68,39
Camp Rock 2: The Final Jam,"Kids & Family, Musical & Performing Arts, Television",63.0,8.0,55.0,22129.0,5,3
